PreguntaOff,PreguntaOn,Prueba.thisRepN,Prueba.thisTrialN,Prueba.thisN,Prueba.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Intrucion.started,text_3.started,mouse.started,Intrucion.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Off.started,text.started,Off.stopped,On.started,text_2.started,On.stopped,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,0.043942300000253454,0.06666889999996783,0.043599300000096264,1.4573897000000215,[-0.13411458333333334],[0.17057291666666666],[1],[0],[0],[1.4124753999999484],,,,,,,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,0,0,0,0,0,0,0,0,21.4996242000002,,,,,,,,,,,,1.4841245000002345,1.5322418999999172,21.471822299999985,21.479676500000096,21.4996242000002,22.471409700000095,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,2,0,0,0,0,0,1,1,1,22.497036000000207,,,,,,,,,,,,,,,22.471798100000342,22.497036000000207,23.470346600000084,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
3) ¿Hay algún inconveniente que recuerde haber experimentado en el camino de su residencia a su lugar de trabajo?,3,0,0,0,0,0,2,2,2,23.49613410000029,,,,,,,,,,,,,,,23.470698200000243,23.49613410000029,24.469148300000143,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
4) ¿recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,4,0,0,0,0,0,3,3,3,24.495309500000076,,,,,,,,,,,,,,,24.469527499999913,24.495309500000076,25.468311000000085,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
"5) ¿Puede recordar el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",5,0,0,0,0,0,4,4,4,25.494724500000302,,,,,,,,,,,,,,,25.468648699999903,25.494724500000302,26.467675000000327,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
6) ¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,6,0,0,0,0,0,5,5,5,26.493711300000086,,,,,,,,,,,,,,,26.468028700000104,26.493711300000086,27.466933100000006,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
7) ¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,7,0,0,0,0,0,6,6,6,27.492897300000095,,,,,,,,,,,,,,,27.46727490000012,27.492897300000095,28.46614260000024,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
8) ¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,8,0,0,0,0,0,7,7,7,28.491944700000204,,,,,,,,,,,,,,,28.466523999999936,28.491944700000204,29.46537410000019,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
9) ¿Puede recordar qué es lo primero que ve al llegar al lugar donde realiza sus compras?,9,0,0,0,0,0,8,8,8,29.49610580000035,,,,,,,,,,,,,,,29.465752900000098,29.49610580000035,30.46400420000009,,439057,001,2024-04-28_10h15.26.187,ArchivoPrueba,2024.1.1,None,2024-04-28 10h15.37.324572 -0500,
