11.4961 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
11.4976 	INFO 	Loaded monitor calibration from ['2024_04_12 16:30']
12.8620 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002C775A5E820>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002C775A5E7C0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002C775A5E610>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002C775DE3BE0>, multiSample=False, name='window1', numSamples=2, pos=[448.0, 156.0], screen=0, size=array([1024,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.8622 	EXP 	window1: mouseVisible = True
12.8622 	EXP 	window1: backgroundImage = ''
12.8622 	EXP 	window1: backgroundFit = 'none'
12.8625 	EXP 	window1: mouseVisible = True
12.8627 	EXP 	window1: mouseVisible = True
12.8653 	EXP 	window1: mouseVisible = True
12.8663 	EXP 	window1: mouseVisible = True
12.8878 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.8990 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9026 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9058 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9092 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9130 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9153 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9176 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9229 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9307 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9340 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9374 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9410 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9443 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9468 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9496 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9538 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9566 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.9570 	DEBUG 	Uploading Texture Font fontname to graphics card
12.9774 	DEBUG 	Upload of Texture Font fontname complete
12.9800 	EXP 	window1: mouseVisible = True
12.9803 	EXP 	window1: mouseVisible = True
12.9813 	EXP 	window1: mouseVisible = True
12.9822 	EXP 	window1: mouseVisible = True
13.0033 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0075 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0114 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0119 	DEBUG 	Uploading Texture Font fontname to graphics card
13.0288 	DEBUG 	Upload of Texture Font fontname complete
13.0325 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.0325 	EXP 	window1: recordFrameIntervals = False
13.2076 	EXP 	window1: recordFrameIntervals = True
13.3908 	EXP 	Screen (0) actual frame rate measured at 60.06Hz
13.3909 	EXP 	window1: recordFrameIntervals = False
13.3910 	EXP 	window1: mouseVisible = False
13.3917 	EXP 	window1: mouseVisible = True
13.3920 	EXP 	window1: mouseVisible = True
13.3929 	EXP 	window1: mouseVisible = True
13.3938 	EXP 	window1: mouseVisible = True
13.4131 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4158 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4192 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4254 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4294 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4333 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4399 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4439 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4476 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4481 	DEBUG 	Uploading Texture Font fontname to graphics card
13.4676 	DEBUG 	Upload of Texture Font fontname complete
13.4703 	EXP 	window1: mouseVisible = True
13.4706 	EXP 	window1: mouseVisible = True
13.4716 	EXP 	window1: mouseVisible = True
13.4726 	EXP 	window1: mouseVisible = True
13.5356 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
17.2749 	INFO 	keyboard.Keyboard is using iohub backend.
17.2749 	EXP 	ArchivoPrueba: status = STARTED
17.2753 	EXP 	window1: mouseVisible = True
17.3695 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='bienvenido', units='height', win=Window(...), wrapWidth=1)
17.3696 	EXP 	window1: mouseVisible = True
17.3698 	EXP 	window1: mouseVisible = True
17.3716 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
17.3717 	EXP 	window1: mouseVisible = True
17.3735 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0366 	EXP 	text_3: autoDraw = True
0.5701 	DATA 	Mouse: Left button down, pos=(394,519)
0.5790 	DEBUG 	Read excel file with openpyxl: CondicionesExperimento.xlsx
0.5799 	EXP 	Imported CondicionesExperimento.xlsx as conditions, 20 conditions, 2 params
0.5806 	EXP 	Created sequence: sequential, trialTypes=20, nReps=10, seed=None
0.5809 	EXP 	New trial (rep=0, index=0): {'PreguntaOff': '1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?', 'PreguntaOn': 1}
0.6293 	EXP 	text_3: autoDraw = False
0.6293 	EXP 	text: height = 0.05000000000000001
0.6293 	EXP 	text: height = 0.05000000000000001
0.6293 	EXP 	text: height = 0.05000000000000001
0.6293 	EXP 	text: text = '1) ¿Puede recordar el recorrido que realiza desde su cama hasta la cocina de su residencia?'
0.6293 	EXP 	text: autoDraw = True
0.7888 	DATA 	Mouse:  Left button up, pos=(394,519)
20.5862 	EXP 	Created sequence: sequential, trialTypes=1, nReps=20, seed=None
20.5865 	EXP 	New trial (rep=0, index=0): None
20.6133 	EXP 	text: autoDraw = False
20.6133 	EXP 	text_2: height = 0.05000000000000001
20.6133 	EXP 	text_2: height = 0.05000000000000001
20.6133 	EXP 	text_2: height = 0.05000000000000001
20.6133 	EXP 	text_2: text = 1
20.6133 	EXP 	text_2: autoDraw = True
21.5847 	EXP 	New trial (rep=1, index=0): None
21.5978 	EXP 	text_2: autoDraw = False
21.5978 	EXP 	text_2: height = 0.05000000000000001
21.5978 	EXP 	text_2: height = 0.05000000000000001
21.5978 	EXP 	text_2: height = 0.05000000000000001
21.5978 	EXP 	text_2: text = 1
21.5978 	EXP 	text_2: autoDraw = True
22.5839 	EXP 	New trial (rep=2, index=0): None
22.5969 	EXP 	text_2: autoDraw = False
22.5969 	EXP 	text_2: height = 0.05000000000000001
22.5969 	EXP 	text_2: height = 0.05000000000000001
22.5969 	EXP 	text_2: height = 0.05000000000000001
22.5969 	EXP 	text_2: text = 1
22.5969 	EXP 	text_2: autoDraw = True
23.5835 	EXP 	New trial (rep=3, index=0): None
23.5962 	EXP 	text_2: autoDraw = False
23.5962 	EXP 	text_2: height = 0.05000000000000001
23.5962 	EXP 	text_2: height = 0.05000000000000001
23.5962 	EXP 	text_2: height = 0.05000000000000001
23.5962 	EXP 	text_2: text = 1
23.5962 	EXP 	text_2: autoDraw = True
24.5820 	EXP 	New trial (rep=4, index=0): None
24.5951 	EXP 	text_2: autoDraw = False
24.5951 	EXP 	text_2: height = 0.05000000000000001
24.5951 	EXP 	text_2: height = 0.05000000000000001
24.5951 	EXP 	text_2: height = 0.05000000000000001
24.5951 	EXP 	text_2: text = 1
24.5951 	EXP 	text_2: autoDraw = True
25.5799 	EXP 	New trial (rep=5, index=0): None
25.5937 	EXP 	text_2: autoDraw = False
25.5937 	EXP 	text_2: height = 0.05000000000000001
25.5937 	EXP 	text_2: height = 0.05000000000000001
25.5937 	EXP 	text_2: height = 0.05000000000000001
25.5937 	EXP 	text_2: text = 1
25.5937 	EXP 	text_2: autoDraw = True
26.5810 	EXP 	New trial (rep=6, index=0): None
26.5933 	EXP 	text_2: autoDraw = False
26.5933 	EXP 	text_2: height = 0.05000000000000001
26.5933 	EXP 	text_2: height = 0.05000000000000001
26.5933 	EXP 	text_2: height = 0.05000000000000001
26.5933 	EXP 	text_2: text = 1
26.5933 	EXP 	text_2: autoDraw = True
27.5799 	EXP 	New trial (rep=7, index=0): None
27.6070 	EXP 	text_2: autoDraw = False
27.6070 	EXP 	text_2: height = 0.05000000000000001
27.6070 	EXP 	text_2: height = 0.05000000000000001
27.6070 	EXP 	text_2: height = 0.05000000000000001
27.6070 	EXP 	text_2: text = 1
27.6070 	EXP 	text_2: autoDraw = True
28.5793 	EXP 	New trial (rep=8, index=0): None
28.5919 	EXP 	text_2: autoDraw = False
28.5919 	EXP 	text_2: height = 0.05000000000000001
28.5919 	EXP 	text_2: height = 0.05000000000000001
28.5919 	EXP 	text_2: height = 0.05000000000000001
28.5919 	EXP 	text_2: text = 1
28.5919 	EXP 	text_2: autoDraw = True
29.5777 	EXP 	New trial (rep=9, index=0): None
29.5908 	EXP 	text_2: autoDraw = False
29.5908 	EXP 	text_2: height = 0.05000000000000001
29.5908 	EXP 	text_2: height = 0.05000000000000001
29.5908 	EXP 	text_2: height = 0.05000000000000001
29.5908 	EXP 	text_2: text = 1
29.5908 	EXP 	text_2: autoDraw = True
30.5767 	EXP 	New trial (rep=10, index=0): None
30.5898 	EXP 	text_2: autoDraw = False
30.5898 	EXP 	text_2: height = 0.05000000000000001
30.5898 	EXP 	text_2: height = 0.05000000000000001
30.5898 	EXP 	text_2: height = 0.05000000000000001
30.5898 	EXP 	text_2: text = 1
30.5898 	EXP 	text_2: autoDraw = True
31.5762 	EXP 	New trial (rep=11, index=0): None
31.5892 	EXP 	text_2: autoDraw = False
31.5892 	EXP 	text_2: height = 0.05000000000000001
31.5892 	EXP 	text_2: height = 0.05000000000000001
31.5892 	EXP 	text_2: height = 0.05000000000000001
31.5892 	EXP 	text_2: text = 1
31.5892 	EXP 	text_2: autoDraw = True
32.5751 	EXP 	New trial (rep=12, index=0): None
32.5884 	EXP 	text_2: autoDraw = False
32.5884 	EXP 	text_2: height = 0.05000000000000001
32.5884 	EXP 	text_2: height = 0.05000000000000001
32.5884 	EXP 	text_2: height = 0.05000000000000001
32.5884 	EXP 	text_2: text = 1
32.5884 	EXP 	text_2: autoDraw = True
33.5748 	EXP 	New trial (rep=13, index=0): None
33.5873 	EXP 	text_2: autoDraw = False
33.5873 	EXP 	text_2: height = 0.05000000000000001
33.5873 	EXP 	text_2: height = 0.05000000000000001
33.5873 	EXP 	text_2: height = 0.05000000000000001
33.5873 	EXP 	text_2: text = 1
33.5873 	EXP 	text_2: autoDraw = True
34.5736 	EXP 	New trial (rep=14, index=0): None
34.5868 	EXP 	text_2: autoDraw = False
34.5868 	EXP 	text_2: height = 0.05000000000000001
34.5868 	EXP 	text_2: height = 0.05000000000000001
34.5868 	EXP 	text_2: height = 0.05000000000000001
34.5868 	EXP 	text_2: text = 1
34.5868 	EXP 	text_2: autoDraw = True
35.5726 	EXP 	New trial (rep=15, index=0): None
35.5857 	EXP 	text_2: autoDraw = False
35.5857 	EXP 	text_2: height = 0.05000000000000001
35.5857 	EXP 	text_2: height = 0.05000000000000001
35.5857 	EXP 	text_2: height = 0.05000000000000001
35.5857 	EXP 	text_2: text = 1
35.5857 	EXP 	text_2: autoDraw = True
36.5718 	EXP 	New trial (rep=16, index=0): None
36.5847 	EXP 	text_2: autoDraw = False
36.5847 	EXP 	text_2: height = 0.05000000000000001
36.5847 	EXP 	text_2: height = 0.05000000000000001
36.5847 	EXP 	text_2: height = 0.05000000000000001
36.5847 	EXP 	text_2: text = 1
36.5847 	EXP 	text_2: autoDraw = True
37.5713 	EXP 	New trial (rep=17, index=0): None
37.5838 	EXP 	text_2: autoDraw = False
37.5838 	EXP 	text_2: autoDraw = False
37.5838 	EXP 	text_2: height = 0.05000000000000001
37.5838 	EXP 	text_2: height = 0.05000000000000001
37.5838 	EXP 	text_2: height = 0.05000000000000001
37.5838 	EXP 	text_2: text = 1
37.5838 	EXP 	text_2: autoDraw = True
38.5869 	EXP 	New trial (rep=18, index=0): None
38.5996 	EXP 	text_2: autoDraw = False
38.5996 	EXP 	text_2: height = 0.05000000000000001
38.5996 	EXP 	text_2: height = 0.05000000000000001
38.5996 	EXP 	text_2: height = 0.05000000000000001
38.5996 	EXP 	text_2: text = 1
38.5996 	EXP 	text_2: autoDraw = True
39.5862 	EXP 	New trial (rep=19, index=0): None
39.5987 	EXP 	text_2: autoDraw = False
39.5987 	EXP 	text_2: height = 0.05000000000000001
39.5987 	EXP 	text_2: height = 0.05000000000000001
39.5987 	EXP 	text_2: height = 0.05000000000000001
39.5987 	EXP 	text_2: text = 1
39.5987 	EXP 	text_2: autoDraw = True
40.5849 	EXP 	New trial (rep=0, index=1): {'PreguntaOff': '2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?', 'PreguntaOn': 2}
40.6111 	EXP 	text_2: autoDraw = False
40.6111 	EXP 	text: height = 0.05000000000000001
40.6111 	EXP 	text: height = 0.05000000000000001
40.6111 	EXP 	text: height = 0.05000000000000001
40.6111 	EXP 	text: text = '2) ¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?'
40.6111 	EXP 	text: autoDraw = True
47.7201 	DATA 	Keypress: escape
47.9463 	EXP 	ArchivoPrueba: status = STOPPED
47.9582 	EXP 	text: autoDraw = False
47.9615 	EXP 	ArchivoPrueba: status = STOPPED
47.9763 	INFO 	saved data to 'C:\\Users\\andre\\Desktop\\Imagenes\\Taller_unidad3\\data/110542_ArchivoPrueba_2024-04-28_10h20.52.334.csv'
47.9779 	INFO 	saved data to C:\Users\andre\Desktop\Imagenes\Taller_unidad3\data/110542_ArchivoPrueba_2024-04-28_10h20.52.334.psydat
48.0297 	EXP 	window1: mouseVisible = True
48.4754 	DEBUG 	Saving data for ArchivoPrueba ExperimentHandler
