12.7251 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
12.7453 	INFO 	Loaded monitor calibration from ['2024_04_12 16:30']
14.8161 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000213F0490310>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000213F04902B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000213F0490100>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000213F07D86D0>, multiSample=False, name='window1', numSamples=2, pos=[192.0, 108.0], screen=0, size=array([1536,  864]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.8163 	EXP 	window1: mouseVisible = True
14.8163 	EXP 	window1: backgroundImage = ''
14.8164 	EXP 	window1: backgroundFit = 'none'
14.8166 	EXP 	window1: mouseVisible = True
14.8170 	EXP 	window1: mouseVisible = True
14.8198 	EXP 	window1: mouseVisible = True
14.8209 	EXP 	window1: mouseVisible = True
14.8451 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8490 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8531 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8580 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8629 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8662 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8702 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8778 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8858 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8898 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8935 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.8973 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9007 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9046 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9081 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9111 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9140 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9184 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9210 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9215 	DEBUG 	Uploading Texture Font fontname to graphics card
14.9392 	DEBUG 	Upload of Texture Font fontname complete
14.9415 	EXP 	window1: mouseVisible = True
14.9418 	EXP 	window1: mouseVisible = True
14.9433 	EXP 	window1: mouseVisible = True
14.9445 	EXP 	window1: mouseVisible = True
14.9698 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9803 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.9809 	DEBUG 	Uploading Texture Font fontname to graphics card
15.0011 	DEBUG 	Upload of Texture Font fontname complete
15.0048 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.0048 	EXP 	window1: recordFrameIntervals = False
15.2638 	EXP 	window1: recordFrameIntervals = True
